ID,HAUSART,C,35,BAUWEISE,C,12,Haus_ID,Stockwerk,Messwert,Nutzung,LON,LAT,MIN_MW,MAX_MW,AVG_MW,GEO,STRATIGRAP,GENESE,PETROGRAPH,BEMERKUNGE,name,type,name,type
2119,Doppelhaushaelfte,Massivhaus,125,2,19,Arbeitszimmer/Buero,720153,5541550,19,60,40,508,Tertiaer, Miozaen,fluviatil - limnische Ablagerungen,Kies, Sand, Ton,,,industrial,,
2031,Einfamilienhaus,Massivhaus,37,2,361,Arbeitszimmer/Buero,708817,5572408,294,361,328,770,Oberes Proterozoikum bis Kambrium ?,metamorph,Paragneis,Muenchberger Gneis: Liegendserie,,residential,,
2040,Einfamilienhaus,Massivhaus,46,2,76,Arbeitszimmer/Buero,714900,5548447,76,306,191,766,Oberes Proterozoikum,metamorph,Marmor (Kalk-, Dolomit-, Kalksilikatfels-),Karbonatfazies,,,,
2293,Einfamilienhaus,Massivhaus,299,2,264,Arbeitszimmer/Buero,731674,5528268,264,264,264,834,z.T. Oberdevon, Karbon,plutonisch,Granit,variszischer Granit,,,,
2468,Einfamilienhaus,Massivhaus,474,2,52,Arbeitszimmer/Buero,752199,5505068,52,158,105,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,
2555,Einfamilienhaus,Massivhaus,561,2,52,Arbeitszimmer/Buero,742165,5496818,52,303,178,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,
2666,Einfamilienhaus,Fertighaus,672,2,47,Arbeitszimmer/Buero,718525,5518874,47,55,51,546,Kreide, Oberkreide,limnisch - fluviatile Ablagerungen,"Sand, Ton, gelegentlich Konglomerat",epikontinentale Fazies,,,,
2749,Einfamilienhaus,Massivhaus,755,2,96,Arbeitszimmer/Buero,740592,5524372,96,115,106,834,z.T. Oberdevon, Karbon,plutonisch,Granit,variszischer Granit,,,,
2377,Mehrfamilienhaus,Massivhaus,383,2,56,Arbeitszimmer/Buero,743317,5534253,56,78,67,503,Tertiaer, Pliozaen, ungegliedert,,"Ton, Sand, Kies, Braunkohle",,,,,
2679,Mehrfamilienhaus,Massivhaus,685,2,39,Arbeitszimmer/Buero,711719,5517369,39,53,46,597,Trias, Mittlerer Keuper, Gipskeuper, Schilfsandstein,,Tonstein mit Lagen von Steinmergel und Gips,,,residential,,
2805,Oeffentliches Gebaeude, undiffere,Massivhaus,811,2,83,Arbeitszimmer/Buero,728762,5513679,83,111,97,760,Oberes Proterozoikum,metamorph,Glimmerschiefer,z.T. auch glimmerreicher Gneis,,residential,,
2423,Reihenhaus,Massivhaus,429,2,33,Arbeitszimmer/Buero,719469,5541139,33,63,48,508,Tertiaer, Miozaen,fluviatil - limnische Ablagerungen,Kies, Sand, Ton,,,,,
2077,Sonstige,Massivhaus,83,2,73,Arbeitszimmer/Buero,720295,5543265,73,310,192,508,Tertiaer, Miozaen,fluviatil - limnische Ablagerungen,Kies, Sand, Ton,,,,,
2903,Sonstige,Massivhaus,909,2,86,Arbeitszimmer/Buero,731098,5545097,86,343,215,715,Ordovizium, Tieferes Ordovizium,marine Ablagerungen, metamorph,Phyllit,,,,,
2941,Sonstige,Massivhaus,947,2,44,Arbeitszimmer/Buero,704402,5542674,35,577,219,833,Oberkarbon, z.T. Rotliegend,plutonitisch,Granit, Granodiorit,jungvariszische Granitoide, postasturisch,,residential,,
1159,Doppelhaushaelfte,Massivhaus,162,1,214,Arbeitszimmer/Buero,747084,5542342,214,214,214,721,Kambrium ungegliedert,metamorph,Glimmerschiefer,,,residential,,
1709,Doppelhaushaelfte,Massivhaus,712,1,55,Arbeitszimmer/Buero,728512,5533808,55,201,128,760,Oberes Proterozoikum,metamorph,Glimmerschiefer,z.T. auch glimmerreicher Gneis,Wiesau,residential,,
1093,Einfamilienhaus,Massivhaus,96,1,67,Arbeitszimmer/Buero,726846,5508552,61,67,64,602,Trias, Muschelkalk,marine Ablagerungen,Kalkstein, Mergelstein, Dolomitstein, Tonstein,,Rehb??hl,residential,,
