GEO,PETROGRAPH,ODL_AVG,ODL_MIN,ODL_MAX,COUNT
761.0,Paragneis,82.3333333333333333,61.000000000,112.80000000,27
834.0,Granit,110.8607142857142857,57.200000000,189.40000000,28
