X,Y,GID,STANDORT,EINHEIT_OD,MESSW_ODL,LON,LAT,PETROGRAPH
12.062711303315272,49.59194270262474,52,MP74/BY4/Weiáenbrunn,nSvh-1,83.300000000,721331.0,5497769.0,SandsteinTonstein
12.124661880994395,49.988205098834385,53,MP39/BY3/Reutlas,nSvh-1,105.90000000,723971.0,5541999.0,Glimmerschiefer
12.319877030649787,49.72568459448304,54,MP8/BY15/Altenhammer,nSvh-1,52.100000000,739255.0,5513423.0,Glimmerschiefer
12.483577670053787,49.63635153093372,55,MP12/BY15/Waidhaus,nSvh-1,80.700000000,751511.0,5504029.0,mikrogranitoidesGanggestein
11.863527812912643,49.80435797078022,56,MP42/BY15/Preiáach,nSvh-1,84.800000000,706038.0,5520813.0,Sandstein-Tonstein-WechsellagenmitdolomitischenEinlagerungen
11.641426499446172,49.73315284123017,57,MP23/BY4/G”ttersdorf,nSvh-1,27.100000000,690338.0,5512311.0,MergelsteinKalksteinDolomitsteinKalksandstein
11.975092653981129,49.82456701313623,58,MP49/BY3/Hessenreuth,nSvh-1,56.700000000,713975.0,5523372.0,SandTon;gelegentlichKonglomerat
12.274604388373428,49.91686083996935,59,MP72/BY3/Mnchsgrn,nSvh-1,88.800000000,735064.0,5534529.0,KiesSandTon
12.368666094340465,49.51106921373667,60,MP53/BY4/Ödmiesbach,nSvh-1,93.200000000,743840.0,5489726.0,Granit
11.850367344368612,49.76654762403563,61,MP3/BY4/Zettlitz,nSvh-1,69.800000000,705251.0,5516574.0,SandKies
12.5490561478724,49.59397998517938,62,MP22/BY15/Eslarn,nSvh-1,85.300000000,756460.0,5499541.0,Paragneis
11.862995340266895,49.90618076978709,63,MP46/BY3/Immenreuth,nSvh-1,68.900000000,705567.0,5532130.0,SandsteinSchluffsteinTonstein
12.07275058057481,49.60193266784613,64,MP27/BY15/Weiáenbrunn,nSvh-1,76.300000000,722011.0,5498909.0,SandsteinSchluffsteinTonstein
12.458925904796493,49.89694660988794,65,MP81/BY3/Poppenreuth,nSvh-1,117.50000000,748395.0,5532911.0,Meta-GranitGranitoide
11.907141454191235,49.79917793950857,66,MP50/BY11/Troglau,nSvh-1,62.500000000,709198.0,5520358.0,Sandstein-Tonstein-WechsellagenmitdolomitischenEinlagerungen
12.411331188830603,49.67632938650162,67,MP41/BY4/Steinbach,nSvh-1,81.300000000,746094.0,5508233.0,Glimmerschiefer
12.390391203130623,49.75907931004245,68,MP69/BY3/Silberhtte,nSvh-1,72.800000000,744168.0,5517362.0,Paragneis
12.276510830015942,49.7273884963211,69,MP32/BY4/Floá,nSvh-1,64.400000000,736122.0,5513475.0,
11.87592688734654,49.857794078444236,70,MP47/BY3/Kuchen,nSvh-1,86.900000000,706702.0,5526787.0,TonsteinmitLagenvonSteinmergelundGips
12.372068829182531,49.91546830017372,71,MP16/BY19/Wondreb,nSvh-1,72.600000000,742066.0,5534685.0,TonSandKies;Braunkohle
12.020490795156064,49.77381238818455,72,MP14/BY4/Waldmhle,nSvh-1,30.300000000,717467.0,5517861.0,SandTon;gelegentlichKonglomerat
11.813504693801304,49.7691675771266,73,MP41/BY15/Tremmersdorf,nSvh-1,137.20000000,702586.0,5516765.0,KalksteinMergelsteinDolomitsteinTonstein
11.65812914963739,49.738087194968614,74,MP39/BY15/Altzirkendorf,nSvh-1,45.800000000,691522.0,5512902.0,MergelsteinKalksteinDolomitsteinKalksandstein
12.252829521664577,49.818141634397534,75,MP57/BY11/Sch”nficht,nSvh-1,120.60000000,733978.0,5523488.0,Granit
12.42705831197969,49.97703072403564,76,MP13/BY19/Neualbenreuth,nSvh-1,88.700000000,745699.0,5541707.0,Glimmerschiefer
12.279365912055443,50.04412741530702,77,MP34/BY3/Mnchenreuth,nSvh-1,85.300000000,734785.0,5548690.0,Phyllit
12.002476417740416,49.86702484862808,78,MP52/BY3/Rosenbhl,nSvh-1,74.400000000,715755.0,5528170.0,Phyllit
12.286255132223825,49.8572784169066,79,MP64/BY3/Rothenbrg,nSvh-1,189.40000000,736191.0,5527943.0,Granit
