X,Y,GID,HAUSART,BAUWEISE,AVG_MW,MIN_MW,MAX_MW,MESSW_1G,MESSW_EG,MESSW_KE,LON,LAT,PETROGRAPH
12.176156497505342,49.82022529338454,515,Mehrfamilienhaus,Massivhaus,57.500000000,52.000000000,63.000000000,0.0000000000,63.000000000,52.000000000,728454.0,5523483.0,Granit
12.173760556537722,49.656442557448436,516,Einfamilienhaus,Massivhaus,27.500000000,25.000000000,30.000000000,0.0000000000,30.000000000,25.000000000,729052.0,5505271.0,SandsteinTonstein
12.171811908951993,49.65141280302744,517,Einfamilienhaus,Massivhaus,57.500000000,19.000000000,96.000000000,0.0000000000,19.000000000,96.000000000,728935.0,5504706.0,SandsteinTonstein
12.001354919464202,49.72333603995108,518,Einfamilienhaus,Massivhaus,34.000000000,30.000000000,38.000000000,0.0000000000,30.000000000,38.000000000,716314.0,5512195.0,KalksteinMergelsteinDolomitsteinTonstein
11.994115662220993,49.72566471543064,519,Einfamilienhaus,Massivhaus,29.000000000,29.000000000,29.000000000,29.000000000,29.000000000,0.0000000000,715782.0,5512433.0,KalksteinMergelsteinDolomitsteinTonstein
11.996336392844118,49.72612004374944,520,Einfamilienhaus,Massivhaus,29.000000000,29.000000000,29.000000000,29.000000000,29.000000000,0.0000000000,715940.0,5512490.0,KalksteinMergelsteinDolomitsteinTonstein
11.9938169193604,49.72577140497984,521,Einfamilienhaus,Massivhaus,29.000000000,29.000000000,29.000000000,29.000000000,29.000000000,0.0000000000,715760.0,5512444.0,KalksteinMergelsteinDolomitsteinTonstein
11.995182519463553,49.725862023126965,522,Einfamilienhaus,Massivhaus,29.000000000,29.000000000,29.000000000,29.000000000,29.000000000,0.0000000000,715858.0,5512458.0,KalksteinMergelsteinDolomitsteinTonstein
12.004844731595263,49.723893234101965,523,Einfamilienhaus,Massivhaus,56.500000000,16.000000000,97.000000000,0.0000000000,16.000000000,97.000000000,716563.0,5512267.0,KalksteinMergelsteinDolomitsteinTonstein
12.001559422260016,49.72395149524371,524,Einfamilienhaus,Massivhaus,33.000000000,32.000000000,34.000000000,0.0000000000,32.000000000,34.000000000,716326.0,5512264.0,KalksteinMergelsteinDolomitsteinTonstein
11.993385627400695,49.72643030802672,525,Mehrfamilienhaus,Massivhaus,65.000000000,56.000000000,74.000000000,0.0000000000,74.000000000,56.000000000,715726.0,5512516.0,KalksteinMergelsteinDolomitsteinTonstein
12.001796589063472,49.72104846884373,526,Einfamilienhaus,Massivhaus,29.000000000,25.000000000,33.000000000,0.0000000000,33.000000000,25.000000000,716356.0,5511942.0,KalksteinMergelsteinDolomitsteinTonstein
12.233049709552308,50.03573895649448,527,Einfamilienhaus,Massivhaus,116.50000000,63.000000000,170.00000000,0.0000000000,63.000000000,170.00000000,731510.0,5547613.0,Phyllit
12.148705721941536,49.823620024240995,528,Einfamilienhaus,Massivhaus,,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,726464.0,5523777.0,Glimmerschiefer
12.380775552177978,49.80308599284225,529,Einfamilienhaus,Massivhaus,48.000000000,44.000000000,52.000000000,0.0000000000,44.000000000,52.000000000,743255.0,5522222.0,Paragneis
12.39172052990131,49.797394624291535,530,Einfamilienhaus,Massivhaus,78.000000000,52.000000000,104.00000000,52.000000000,104.00000000,0.0000000000,744071.0,5521625.0,Paragneis
12.384973064433366,49.80188369155284,531,Mehrfamilienhaus,Massivhaus,214.00000000,214.00000000,214.00000000,0.0000000000,214.00000000,0.0000000000,743563.0,5522102.0,Paragneis
12.359980538852922,49.80008366173842,532,Einfamilienhaus,Massivhaus,125.00000000,48.000000000,202.00000000,0.0000000000,48.000000000,202.00000000,741774.0,5521821.0,Paragneis
12.202802575995792,49.73310469557314,533,Einfamilienhaus,Fertighaus,50.500000000,29.000000000,72.000000000,29.000000000,72.000000000,0.0000000000,730784.0,5513881.0,Glimmerschiefer
12.197826993768686,49.732162678565246,534,Einfamilienhaus,Fertighaus,59.000000000,55.000000000,63.000000000,0.0000000000,63.000000000,55.000000000,730430.0,5513761.0,Glimmerschiefer
12.200399891325059,49.73055310507327,535,Mehrfamilienhaus,Massivhaus,49.500000000,36.000000000,63.000000000,0.0000000000,36.000000000,63.000000000,730623.0,5513590.0,Glimmerschiefer
12.192814493899949,49.75432512625814,536,Einfamilienhaus,Massivhaus,353.00000000,206.00000000,500.00000000,0.0000000000,500.00000000,206.00000000,729964.0,5516209.0,Glimmerschiefer
12.206748495292773,49.731690888522344,537,Einfamilienhaus,Massivhaus,134.50000000,90.000000000,179.00000000,90.000000000,179.00000000,0.0000000000,731075.0,5513736.0,Glimmerschiefer
12.212100426663751,49.73286499028734,538,Einfamilienhaus,Massivhaus,32.000000000,32.000000000,32.000000000,0.0000000000,32.000000000,0.0000000000,731455.0,5513883.0,Granit
12.18839095405427,49.74955284384569,539,Einfamilienhaus,Massivhaus,46.500000000,33.000000000,60.000000000,0.0000000000,33.000000000,60.000000000,729668.0,5515665.0,Glimmerschiefer
12.214034165430798,49.7327213328448,540,Einfamilienhaus,Massivhaus,99.500000000,90.000000000,109.00000000,0.0000000000,109.00000000,90.000000000,731595.0,5513873.0,Granit
12.337054901422432,49.55959041103501,541,Einfamilienhaus,Massivhaus,170.50000000,47.000000000,294.00000000,0.0000000000,47.000000000,294.00000000,741313.0,5495017.0,Paragneis
12.335405190246883,49.52910163289674,542,Einfamilienhaus,Massivhaus,68.500000000,38.000000000,99.000000000,0.0000000000,38.000000000,99.000000000,741344.0,5491623.0,Paragneis
12.330381387132784,49.53185568239658,543,Einfamilienhaus,Holzhaus,75.000000000,39.000000000,111.00000000,0.0000000000,39.000000000,111.00000000,740967.0,5491913.0,Paragneis
