X,Y,STANDORT,VERFAHREN,PARAMETER,EINHEIT,MESSW_BL,LON,LAT,GEO,STRATIGRAP,GENESE,PETROGRAPH,BEMERKUNGE,name,type,name_1,type_1
12.099968142409152,49.93076951506432,StSch 4251 Oberpfalz 21,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,178.0000000000,722466,5535541,791,Terti„r,Effusivgestein: Lava,"Alkalibasalt, Basanit, Tephrit, Nephelinit, Tholeyitbasalt, Olivinbasalt, Andesit","auch einige Vorkommen mit Trachyt, Phonolith, Latit",,,,
12.063420119220847,49.931120766611102,StSch 4251 Oberpfalz 22,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,93.0000000000,719842,5535472,715,"Ordovizium, Tieferes Ordovizium","marine Ablagerungen, metamorph",Phyllit,,,,,
12.023068868741333,49.933727860132663,StSch 4251 Oberpfalz 23,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,115.0000000000,716935,5535644,508,"Terti„r, Mioz„n",fluviatil - limnische Ablagerungen,"Kies, Sand, Ton",,,,,
12.029124163779452,49.959371097046194,StSch 4251 Oberpfalz 24,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,42.0000000000,717254,5538512,760,Oberes Proterozoikum,metamorph,Glimmerschiefer,z.T. auch glimmerreicher Gneis,,,,
12.065336130355341,49.959318621401799,StSch 4251 Oberpfalz 25,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,100.0000000000,719851,5538612,721,Kambrium ungegliedert,metamorph,Glimmerschiefer,,,,,forest
12.109184924039502,49.959401043407361,StSch 4251 Oberpfalz 26,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,24.0000000000,722995,5538751,791,Terti„r,Effusivgestein: Lava,"Alkalibasalt, Basanit, Tephrit, Nephelinit, Tholeyitbasalt, Olivinbasalt, Andesit","auch einige Vorkommen mit Trachyt, Phonolith, Latit",,,,
12.14346582578119,49.956245147528222,StSch 4251 Oberpfalz 27,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,36.0000000000,725468,5538503,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,
12.149550602209526,49.987495505361622,StSch 4251 Oberpfalz 28,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,15.0000000000,725758,5541995,791,Terti„r,Effusivgestein: Lava,"Alkalibasalt, Basanit, Tephrit, Nephelinit, Tholeyitbasalt, Olivinbasalt, Andesit","auch einige Vorkommen mit Trachyt, Phonolith, Latit",,,,
12.087240630232913,49.977566556120813,StSch 4251 Oberpfalz 29,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,34.0000000000,721338,5540705,845,Oberes Proterozoikum - Altpal„ozoikum,metamorphes Intrusivgestein,"Orthogneis: granitisch, granodioritisch","šberg„nge zu Migmatiten; Metamorphose pr„-? bis frh(?)-variszisch",,,,
12.044832516277795,49.979569973406448,StSch 4251 Oberpfalz 30,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,40.0000000000,718289,5540803,508,"Terti„r, Mioz„n",fluviatil - limnische Ablagerungen,"Kies, Sand, Ton",,,,,
12.005029454911925,49.972835954609025,StSch 4251 Oberpfalz 31,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,39.0000000000,715466,5539939,760,Oberes Proterozoikum,metamorph,Glimmerschiefer,z.T. auch glimmerreicher Gneis,,,,
12.349639656183648,49.906069586438711,StSch 4251 Oberpfalz 32,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,9.0000000000,740503,5533568,508,"Terti„r, Mioz„n",fluviatil - limnische Ablagerungen,"Kies, Sand, Ton",,,,,
12.401037081800769,49.917464432565438,StSch 4251 Oberpfalz 33,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,10.0000000000,744135,5535001,721,Kambrium ungegliedert,metamorph,Glimmerschiefer,,,,,
12.438044336259239,49.910991802190409,StSch 4251 Oberpfalz 34,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,20.0000000000,746824,5534403,721,Kambrium ungegliedert,metamorph,Glimmerschiefer,,,farm,,
12.489596799627614,49.914902358116969,StSch 4251 Oberpfalz 35,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,45.0000000000,750504,5535009,721,Kambrium ungegliedert,metamorph,Glimmerschiefer,,,,,
12.475874434761037,49.933317949499383,StSch 4251 Oberpfalz 36,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,51.0000000000,749424,5537010,721,Kambrium ungegliedert,metamorph,Glimmerschiefer,,,,,
12.435085667898978,49.937755490307467,StSch 4251 Oberpfalz 37,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,6.0000000000,746475,5537368,721,Kambrium ungegliedert,metamorph,Glimmerschiefer,,,,,
12.396294087034951,49.939573938514052,StSch 4251 Oberpfalz 38,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,31.0000000000,743683,5537443,721,Kambrium ungegliedert,metamorph,Glimmerschiefer,,,,,
12.366098572850335,49.941354846594713,StSch 4251 Oberpfalz 39,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,73.0000000000,741508,5537543,721,Kambrium ungegliedert,metamorph,Glimmerschiefer,,,,,
12.362273230570542,49.968879128261115,StSch 4251 Oberpfalz 40,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,41.0000000000,741096,5540590,721,Kambrium ungegliedert,metamorph,Glimmerschiefer,,,,,
12.397460403189244,49.965639589253186,StSch 4251 Oberpfalz 41,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,17.0000000000,743635,5540344,721,Kambrium ungegliedert,metamorph,Glimmerschiefer,,,,,
12.437326119659945,49.963726098754584,StSch 4251 Oberpfalz 42,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,18.0000000000,746503,5540262,721,Kambrium ungegliedert,metamorph,Glimmerschiefer,,,,,
12.477381497858516,49.961001414503798,StSch 4251 Oberpfalz 43,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,102.0000000000,749389,5540092,721,Kambrium ungegliedert,metamorph,Glimmerschiefer,,,,,
12.476656814853822,49.980735491639486,StSch 4251 Oberpfalz 44,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,118.0000000000,749235,5542283,721,Kambrium ungegliedert,metamorph,Glimmerschiefer,,,,,
12.434961738291488,49.983589360308947,StSch 4251 Oberpfalz 45,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,97.0000000000,746232,5542462,715,"Ordovizium, Tieferes Ordovizium","marine Ablagerungen, metamorph",Phyllit,,,farmland,,
12.397567059747256,49.990107810754459,StSch 4251 Oberpfalz 46,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,25.0000000000,743519,5543064,712,"Ordovizium, Frauenbach-Schichten, Tremadoc, Phycoden-Schichten,Tremadoc bis Arenig",marine Ablagerungen,"Tonschiefer, Quarzit, Ger”llquarzit",bei Prag: unteres und mittleres Ordovizium,,farmland,,
12.356080225663515,49.985108861474409,StSch 4251 Oberpfalz 47,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,66.0000000000,740571,5542374,715,"Ordovizium, Tieferes Ordovizium","marine Ablagerungen, metamorph",Phyllit,,,,,
12.511495121551329,49.906404108169667,StSch 4251 Oberpfalz 48,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,19.0000000000,752120,5534138,760,Oberes Proterozoikum,metamorph,Glimmerschiefer,z.T. auch glimmerreicher Gneis,,farm,,
12.544554828625293,49.916679475565807,StSch 4251 Oberpfalz 49,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,12.0000000000,754439,5535392,760,Oberes Proterozoikum,metamorph,Glimmerschiefer,z.T. auch glimmerreicher Gneis,,,,forest
12.505729932353765,49.92831563982854,StSch 4251 Oberpfalz 50,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,56.0000000000,751592,5536554,760,Oberes Proterozoikum,metamorph,Glimmerschiefer,z.T. auch glimmerreicher Gneis,,,,
11.851069666387691,49.807841029435195,StSch 4251 Oberpfalz 51,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,10.0000000000,705127,5521166,596,"Trias, Mittlerer Keuper, Stubensandstein",,Sandstein - Tonstein - Wechsellagen mit dolomitischen Einlagerungen,Sandsteinkeuper,,,,
11.88600590541667,49.813965706290617,StSch 4251 Oberpfalz 52,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,13.0000000000,707614,5521943,596,"Trias, Mittlerer Keuper, Stubensandstein",,Sandstein - Tonstein - Wechsellagen mit dolomitischen Einlagerungen,Sandsteinkeuper,,,,forest
11.932030111875164,49.8152115746825,StSch 4251 Oberpfalz 53,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,52.0000000000,710919,5522210,546,"Kreide, Oberkreide",limnisch - fluviatile Ablagerungen,"Sand, Ton; gelegentlich Konglomerat",epikontinentale Fazies,,,,forest
11.982024492336967,49.805460351521688,StSch 4251 Oberpfalz 54,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,39.0000000000,714558,5521268,546,"Kreide, Oberkreide",limnisch - fluviatile Ablagerungen,"Sand, Ton; gelegentlich Konglomerat",epikontinentale Fazies,,,,
11.982096318834081,49.828102372588816,StSch 4251 Oberpfalz 55,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,87.0000000000,714463,5523785,546,"Kreide, Oberkreide",limnisch - fluviatile Ablagerungen,"Sand, Ton; gelegentlich Konglomerat",epikontinentale Fazies,,,,
11.932576880824547,49.835052555141871,StSch 4251 Oberpfalz 56,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,10.0000000000,710872,5524417,596,"Trias, Mittlerer Keuper, Stubensandstein",,Sandstein - Tonstein - Wechsellagen mit dolomitischen Einlagerungen,Sandsteinkeuper,,,,
11.907790674516555,49.818818513292833,StSch 4251 Oberpfalz 57,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,10.0000000000,709160,5522543,595,"Trias, Mittlerer Keuper, Feuerletten, Knollenmergel",,Tonsteine mit dolomitischen und sandigen Einlagerungen,Feuerletten Knollenmergel,,,,forest
11.85043612817358,49.833954577814886,StSch 4251 Oberpfalz 58,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,12.0000000000,704971,5524067,596,"Trias, Mittlerer Keuper, Stubensandstein",,Sandstein - Tonstein - Wechsellagen mit dolomitischen Einlagerungen,Sandsteinkeuper,,,,forest
11.85062817330166,49.869835516053854,StSch 4251 Oberpfalz 59,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,53.0000000000,704833,5528056,597,"Trias, Mittlerer Keuper, Gipskeuper, Schilfsandstein",,Tonstein mit Lagen von Steinmergel und Gips,,,,,forest
11.907180069388053,49.858012497039311,StSch 4251 Oberpfalz 60,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,15.0000000000,708947,5526898,596,"Trias, Mittlerer Keuper, Stubensandstein",,Sandstein - Tonstein - Wechsellagen mit dolomitischen Einlagerungen,Sandsteinkeuper,,,,
11.934012480463089,49.855770601249993,StSch 4251 Oberpfalz 61,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,12.0000000000,710885,5526724,597,"Trias, Mittlerer Keuper, Gipskeuper, Schilfsandstein",,Tonstein mit Lagen von Steinmergel und Gips,,,farmland,,
11.972873857422842,49.859799648777027,StSch 4251 Oberpfalz 62,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,71.0000000000,713660,5527282,590,"Trias, Keuper",,"Ton-, Sand-, Mergelstein",,,,,
11.966074811817787,49.883967050087357,StSch 4251 Oberpfalz 63,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,56.0000000000,713065,5529949,715,"Ordovizium, Tieferes Ordovizium","marine Ablagerungen, metamorph",Phyllit,,,,,
11.937901700923362,49.882022046308016,StSch 4251 Oberpfalz 64,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,11.0000000000,711050,5529653,590,"Trias, Keuper",,"Ton-, Sand-, Mergelstein",,,,,
11.912992562044289,49.882453133339617,StSch 4251 Oberpfalz 65,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,101.0000000000,709259,5529631,590,"Trias, Keuper",,"Ton-, Sand-, Mergelstein",,,,,forest
11.862218584111671,49.888828456766333,StSch 4251 Oberpfalz 66,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,13.0000000000,705585,5530199,608,"Trias, Buntsandstein ungegliedert",,"Sandstein, Schluffstein, Tonstein",,,,,
12.352993706957967,49.815230133861789,StSch 4251 Oberpfalz 67,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,287.0000000000,741196,5523482,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,
12.401755685408585,49.808094490389152,StSch 4251 Oberpfalz 68,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,95.0000000000,744739,5522847,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,
12.448112285185484,49.810528724820657,StSch 4251 Oberpfalz 69,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,26.0000000000,748061,5523270,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,
12.463298675440186,49.840161605086585,StSch 4251 Oberpfalz 70,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,73.0000000000,749001,5526614,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,forest
12.430492554028579,49.833643751103125,StSch 4251 Oberpfalz 71,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,172.0000000000,746676,5525781,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,forest
12.430284560569389,49.834045782485489,StSch 4251 Oberpfalz 72,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,36.0000000000,746659,5525825,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,forest
12.350582495405366,49.831035526199216,StSch 4251 Oberpfalz 73,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,210.0000000000,740944,5525231,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,forest
12.409790983345269,49.864799988709017,StSch 4251 Oberpfalz 74,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,219.0000000000,745030,5529176,838,Karbon,plutonisch,"Diorit, Redwitzit","Redwitzit = Granitvariante, hohe Biotit-, Hornblendegehalte (sdl. Prag auch Gabbro)",,,,forest
12.397987886955155,49.863410519732604,StSch 4251 Oberpfalz 75,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,51.0000000000,744189,5528983,760,Oberes Proterozoikum,metamorph,Glimmerschiefer,z.T. auch glimmerreicher Gneis,,,,
12.442982102473747,49.856125458871595,StSch 4251 Oberpfalz 76,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,56.0000000000,747459,5528321,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,
12.481885194373499,49.86028843052987,StSch 4251 Oberpfalz 77,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,35.0000000000,750233,5528913,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,forest
12.495523106795808,49.894750210952743,StSch 4251 Oberpfalz 78,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,43.0000000000,751034,5532789,760,Oberes Proterozoikum,metamorph,Glimmerschiefer,z.T. auch glimmerreicher Gneis,,farm,,
12.444188266477033,49.885779695572332,StSch 4251 Oberpfalz 79,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,13.0000000000,747394,5531621,760,Oberes Proterozoikum,metamorph,Glimmerschiefer,z.T. auch glimmerreicher Gneis,,farmland,,
12.392269922500949,49.891630534857363,StSch 4251 Oberpfalz 80,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,13.0000000000,743636,5532101,503,"Terti„r, Plioz„n, ungegliedert",,"Ton, Sand, Kies; Braunkohle",,,,,forest
12.347807308355083,49.891484730428004,StSch 4251 Oberpfalz 81,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,60.0000000000,740444,5531941,760,Oberes Proterozoikum,metamorph,Glimmerschiefer,z.T. auch glimmerreicher Gneis,,residential,,
12.523172952416084,49.886777671695768,StSch 4251 Oberpfalz 82,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,45.0000000000,753061,5531996,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,forest
11.657052378168839,49.738957542194562,StSch 4251 Oberpfalz 83,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,7.0000000000,691441,5512996,579,"Jura, Oberer Jura (Malm)","marine Ablagerungen, marin - brackisch","Mergelstein, Kalkstein, Dolomitstein, Kalksandstein",,,,,
11.64582493106654,49.771132542897213,StSch 4251 Oberpfalz 84,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,12.0000000000,690506,5516544,583,"Jura, Mittlerer Jura (Dogger)",marine Ablagerungen,"Ton, Tonmergelstein, Kalksandstein, Mergelstein, oolithischer Kalkstein;Eisenerz-Fl”ze",,,,,forest
11.941994316387891,49.714703220460336,StSch 4251 Oberpfalz 85,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,7.0000000000,712074,5511066,85,"Weichsel-(Wrm-)Kaltzeit; Niederterrasse",fluviatil,"Sand, Kies","z.T. mit Auenlehmdecke (/T,U,S/Lf); z.T. Niederungssande (Talsande) eingeschlossen",,,,
11.976675371300555,49.713483528261087,StSch 4251 Oberpfalz 86,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,6.0000000000,714579,5511029,85,"Weichsel-(Wrm-)Kaltzeit; Niederterrasse",fluviatil,"Sand, Kies","z.T. mit Auenlehmdecke (/T,U,S/Lf); z.T. Niederungssande (Talsande) eingeschlossen",,,,
11.98791805001953,49.7266615551681,StSch 4251 Oberpfalz 87,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,11.0000000000,715331,5512526,85,"Weichsel-(Wrm-)Kaltzeit; Niederterrasse",fluviatil,"Sand, Kies","z.T. mit Auenlehmdecke (/T,U,S/Lf); z.T. Niederungssande (Talsande) eingeschlossen",,,,
11.939479106204022,49.735764776692719,StSch 4251 Oberpfalz 88,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,8.0000000000,711801,5513400,85,"Weichsel-(Wrm-)Kaltzeit; Niederterrasse",fluviatil,"Sand, Kies","z.T. mit Auenlehmdecke (/T,U,S/Lf); z.T. Niederungssande (Talsande) eingeschlossen",,,,
11.893495933367985,49.733711701022258,StSch 4251 Oberpfalz 89,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,97.0000000000,708497,5513043,602,"Trias, Muschelkalk",marine Ablagerungen,"Kalkstein, Mergelstein, Dolomitstein, Tonstein",,,,,
11.844238172009041,49.743703918275166,StSch 4251 Oberpfalz 90,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,96.0000000000,704906,5514018,602,"Trias, Muschelkalk",marine Ablagerungen,"Kalkstein, Mergelstein, Dolomitstein, Tonstein",,,,,
11.851861039400635,49.76076222882218,StSch 4251 Oberpfalz 91,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,11.0000000000,705383,5515935,85,"Weichsel-(Wrm-)Kaltzeit; Niederterrasse",fluviatil,"Sand, Kies","z.T. mit Auenlehmdecke (/T,U,S/Lf); z.T. Niederungssande (Talsande) eingeschlossen",,,,forest
11.894702971219838,49.756316309132885,StSch 4251 Oberpfalz 92,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,5.0000000000,708487,5515559,85,"Weichsel-(Wrm-)Kaltzeit; Niederterrasse",fluviatil,"Sand, Kies","z.T. mit Auenlehmdecke (/T,U,S/Lf); z.T. Niederungssande (Talsande) eingeschlossen",,,,
11.941477510123583,49.751817567803585,StSch 4251 Oberpfalz 93,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,13.0000000000,711875,5515190,85,"Weichsel-(Wrm-)Kaltzeit; Niederterrasse",fluviatil,"Sand, Kies","z.T. mit Auenlehmdecke (/T,U,S/Lf); z.T. Niederungssande (Talsande) eingeschlossen",,,,
11.854324786264222,49.588322084396111,StSch 4106 Deutschland ErgÃ¤nzung 25,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,25.0000000000,706289,5496774,545,"Kreide, Oberkreide ungegliedert",,"Kalk- und Mergelstein, Tonstein, Sandstein",Sandstein: bes. Elbe-B”hmen,,,,forest
11.700411527668605,49.629307534178778,StSch 4106 Deutschland ErgÃ¤nzung 25,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,25.0000000000,695003,5500919,579,"Jura, Oberer Jura (Malm)","marine Ablagerungen, marin - brackisch","Mergelstein, Kalkstein, Dolomitstein, Kalksandstein",,,,,
11.613060499319765,49.776851328240681,StSch 4106 Deutschland ErgÃ¤nzung 26,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,6.0000000000,688125,5517097,583,"Jura, Mittlerer Jura (Dogger)",marine Ablagerungen,"Ton, Tonmergelstein, Kalksandstein, Mergelstein, oolithischer Kalkstein;Eisenerz-Fl”ze",,,,,
11.637936543288093,50.018769891192655,StSch 4106 Deutschland ErgÃ¤nzung 26,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,7.0000000000,688968,5544052,590,"Trias, Keuper",,"Ton-, Sand-, Mergelstein",,,farmland,,
11.673769539650163,49.458249814757487,StSch 4106 Deutschland ErgÃ¤nzung 31,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,22.0000000000,693755,5481836,579,"Jura, Oberer Jura (Malm)","marine Ablagerungen, marin - brackisch","Mergelstein, Kalkstein, Dolomitstein, Kalksandstein",,NeuÃ¶d,industrial,,
12.196579195078728,49.496370515464051,StSch 4186 Bayerischer Wald 106,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,23.0000000000,731455,5487549,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,
12.1844170884702,49.482230078280196,StSch 4186 Bayerischer Wald 107,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,57.0000000000,730641,5485940,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,
12.496348122457476,49.454983286459843,StSch 4186 Bayerischer Wald 114,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,57.0000000000,753370,5483914,762,Proterozoikum - Altpal„ozoikum ?,metamorphes Intrusivgestein,Orthogneis,,,,,forest
12.479838153680586,49.451828832691731,StSch 4186 Bayerischer Wald 115,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,9.0000000000,752190,5483508,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,
12.426038512313029,49.454156719996128,StSch 4186 Bayerischer Wald 116,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,59.0000000000,748280,5483588,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,residential,,
12.407475210723174,49.458529631194629,StSch 4186 Bayerischer Wald 117,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,102.0000000000,746913,5484013,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,
12.417339737667922,49.468774175331596,StSch 4186 Bayerischer Wald 118,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,101.0000000000,747576,5485184,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,
12.477724833147697,49.583191617916313,StSch 4251 Oberpfalz 167,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,15.0000000000,751362,5498101,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,forest
12.479163849525182,49.558693507317578,StSch 4251 Oberpfalz 168,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,103.0000000000,751592,5495383,845,Oberes Proterozoikum - Altpal„ozoikum,metamorphes Intrusivgestein,"Orthogneis: granitisch, granodioritisch","šberg„nge zu Migmatiten; Metamorphose pr„-? bis frh(?)-variszisch",,,,forest
12.449797887630657,49.568858912150475,StSch 4251 Oberpfalz 169,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,15.0000000000,749417,5496415,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,
12.392256050926008,49.567574722640664,StSch 4251 Oberpfalz 170,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,49.0000000000,745264,5496083,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,
12.358880910096559,49.551940472696458,StSch 4251 Oberpfalz 171,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,99.0000000000,742929,5494237,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,forest
12.359444897989437,49.537393600007142,StSch 4251 Oberpfalz 172,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,38.0000000000,743042,5492622,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,forest
12.430627271258789,49.542086651788992,StSch 4251 Oberpfalz 173,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,24.0000000000,748167,5493376,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,forest
12.515930843510532,49.542960129151467,StSch 4251 Oberpfalz 174,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,75.0000000000,754332,5493758,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,forest
12.567946113305286,49.544452147775651,StSch 4251 Oberpfalz 175,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,32.0000000000,758086,5494101,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,
12.556826758469692,49.558309129318232,StSch 4251 Oberpfalz 176,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,104.0000000000,757209,5495603,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,
12.530028466649119,49.559553574442141,StSch 4251 Oberpfalz 177,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,47.0000000000,755265,5495650,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,forest
12.531013347437549,49.597132737957409,StSch 4251 Oberpfalz 178,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,132.0000000000,755140,5499830,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,
12.561498871075987,49.583907052352131,StSch 4251 Oberpfalz 179,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,16.0000000000,757412,5498464,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,forest
