X,Y,STANDORT,VERFAHREN,PARAMETER,EINHEIT,MESSW_BL,LON,LAT,GEO,STRATIGRAP,GENESE,PETROGRAPH,BEMERKUNGE,name,type,name_1,type_1
11.842085528637641,49.907568145114041,StSch 4251 Oberpfalz 180,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,8.0000000000,704060,5532227,608,"Trias, Buntsandstein ungegliedert",,"Sandstein, Schluffstein, Tonstein",,,,,
11.883095663535521,49.91155685203443,StSch 4251 Oberpfalz 181,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,14.0000000000,706987,5532783,608,"Trias, Buntsandstein ungegliedert",,"Sandstein, Schluffstein, Tonstein",,,,,
11.933764416656549,49.912965914627826,StSch 4251 Oberpfalz 182,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,248.0000000000,710618,5533081,721,Kambrium ungegliedert,metamorph,Glimmerschiefer,,,,,
11.980228822426245,49.912337910204691,StSch 4251 Oberpfalz 183,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,65.0000000000,713956,5533143,721,Kambrium ungegliedert,metamorph,Glimmerschiefer,,,,,
12.529503763595487,49.559182708130315,StSch 4251 Oberpfalz 184,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,94.0000000000,755229,5495607,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,forest
11.899908186760085,49.929858283286293,StSch 4251 Oberpfalz 185,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,83.0000000000,708115,5534864,715,"Ordovizium, Tieferes Ordovizium","marine Ablagerungen, metamorph",Phyllit,,,,,
11.89196824662095,49.939925434722106,StSch 4251 Oberpfalz 186,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,94.0000000000,707502,5535961,715,"Ordovizium, Tieferes Ordovizium","marine Ablagerungen, metamorph",Phyllit,,,,,forest
11.849458699419829,49.938585438065466,StSch 4251 Oberpfalz 187,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,79.0000000000,704458,5535695,845,Oberes Proterozoikum - Altpal„ozoikum,metamorphes Intrusivgestein,"Orthogneis: granitisch, granodioritisch","šberg„nge zu Migmatiten; Metamorphose pr„-? bis frh(?)-variszisch",,,,
11.897508590302783,49.950483424767675,StSch 4251 Oberpfalz 188,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,144.0000000000,707854,5537150,715,"Ordovizium, Tieferes Ordovizium","marine Ablagerungen, metamorph",Phyllit,,,,,
11.972663298352884,49.957144535705602,StSch 4251 Oberpfalz 189,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,66.0000000000,713215,5538102,760,Oberes Proterozoikum,metamorph,Glimmerschiefer,z.T. auch glimmerreicher Gneis,,,,
12.174659819802324,49.905805967637072,StSch 4251 Oberpfalz 190,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,60.0000000000,727943,5532991,760,Oberes Proterozoikum,metamorph,Glimmerschiefer,z.T. auch glimmerreicher Gneis,,,,
12.310657656445136,49.911688631174144,StSch 4251 Oberpfalz 191,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,37.0000000000,737677,5534068,508,"Terti„r, Mioz„n",fluviatil - limnische Ablagerungen,"Kies, Sand, Ton",,,,,
12.330797847805917,49.925955969202242,StSch 4251 Oberpfalz 192,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,62.0000000000,739052,5535718,503,"Terti„r, Plioz„n, ungegliedert",,"Ton, Sand, Kies; Braunkohle",,,,,
12.239224911705911,49.929281176586102,StSch 4251 Oberpfalz 193,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,27.0000000000,732465,5535799,508,"Terti„r, Mioz„n",fluviatil - limnische Ablagerungen,"Kies, Sand, Ton",,,,,
12.186996851669869,49.960625007439361,StSch 4251 Oberpfalz 194,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,298.0000000000,728569,5539122,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,
12.230980913227921,49.963941316570249,StSch 4251 Oberpfalz 195,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,56.0000000000,731707,5539626,791,Terti„r,Effusivgestein: Lava,"Alkalibasalt, Basanit, Tephrit, Nephelinit, Tholeyitbasalt, Olivinbasalt, Andesit","auch einige Vorkommen mit Trachyt, Phonolith, Latit",,,,
12.26589210280868,49.96850462134762,StSch 4251 Oberpfalz 196,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,48.0000000000,734188,5540242,508,"Terti„r, Mioz„n",fluviatil - limnische Ablagerungen,"Kies, Sand, Ton",,,,,
12.266285539788752,49.999216938980481,StSch 4251 Oberpfalz 197,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,109.0000000000,734067,5543657,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,forest
12.18958066815698,49.587046351102309,StSch 4251 Oberpfalz 156,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,29.0000000000,730521,5497606,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,forest
12.232436105568549,49.583651973064782,StSch 4251 Oberpfalz 157,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,79.0000000000,733634,5497361,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,forest
12.263191271305288,49.581069627187112,StSch 4251 Oberpfalz 158,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,87.0000000000,735869,5497170,762,Proterozoikum - Altpal„ozoikum ?,metamorphes Intrusivgestein,Orthogneis,,,,,
12.315129946590368,49.586078936711004,StSch 4251 Oberpfalz 159,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,10.0000000000,739598,5497891,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,
12.320152430645974,49.563451027490032,StSch 4251 Oberpfalz 160,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,33.0000000000,740072,5495392,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,forest
12.25860664846471,49.55837346239003,StSch 4251 Oberpfalz 161,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,40.0000000000,735647,5494633,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,
12.228840362796886,49.561475904321938,StSch 4251 Oberpfalz 162,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,35.0000000000,733480,5494885,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,
12.17553336375255,49.558058070935054,StSch 4251 Oberpfalz 163,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,86.0000000000,729642,5494341,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,forest
12.350926356737315,49.581978957917833,StSch 4251 Oberpfalz 164,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,74.0000000000,742205,5497550,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,
12.382222054719763,49.58170643407999,StSch 4251 Oberpfalz 165,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,13.0000000000,744468,5497621,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,
12.436993746269703,49.575835335533988,StSch 4251 Oberpfalz 166,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,80.0000000000,748456,5497148,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,forest
12.197213935147003,49.967909651584101,StSch 4251 Oberpfalz 198,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,139.0000000000,729267,5539963,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,
12.272547184847788,49.994622987447102,StSch 4251 Oberpfalz 199,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,57.0000000000,734538,5543166,845,Oberes Proterozoikum - Altpal„ozoikum,metamorphes Intrusivgestein,"Orthogneis: granitisch, granodioritisch","šberg„nge zu Migmatiten; Metamorphose pr„-? bis frh(?)-variszisch",,,,
12.190038266155566,49.809515495816648,StSch 4251 Oberpfalz 200,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,174.0000000000,729503,5522335,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,forest
12.247382783005893,49.813634211298705,StSch 4251 Oberpfalz 201,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,136.0000000000,733608,5522970,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,
12.281124748490148,49.811963134903486,StSch 4251 Oberpfalz 202,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,86.0000000000,736043,5522890,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,forest
12.321707780803719,49.810742878155772,StSch 4251 Oberpfalz 203,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,60.0000000000,738968,5522883,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,forest
12.311916105061867,49.826758894087924,StSch 4251 Oberpfalz 204,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,49.0000000000,738185,5524632,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,
12.26752588075623,49.832563491948243,StSch 4251 Oberpfalz 205,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,115.0000000000,734965,5525137,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,forest
12.232689064349207,49.829303855838774,StSch 4251 Oberpfalz 206,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,256.0000000000,732476,5524666,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,
12.202121417783008,49.831016889756398,StSch 4251 Oberpfalz 207,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,200.0000000000,730270,5524762,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,
12.186892332565375,49.860622097521635,StSch 4251 Oberpfalz 208,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,42.0000000000,729035,5528006,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,
12.239011266991549,49.851888866701039,StSch 4251 Oberpfalz 209,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,269.0000000000,732822,5527196,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,
12.252530769025411,49.859885890787318,StSch 4251 Oberpfalz 210,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,155.0000000000,733755,5528127,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,
12.31343290328854,49.860930420624065,StSch 4251 Oberpfalz 211,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,32.0000000000,738126,5528435,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,forest
12.320488117124393,49.898838779665013,StSch 4251 Oberpfalz 212,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,61.0000000000,738446,5532671,508,"Terti„r, Mioz„n",fluviatil - limnische Ablagerungen,"Kies, Sand, Ton",,,,,
12.193959600684593,49.88061581877075,StSch 4251 Oberpfalz 213,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,5.0000000000,729448,5530250,508,"Terti„r, Mioz„n",fluviatil - limnische Ablagerungen,"Kies, Sand, Ton",,,,,
12.304268325516491,49.844926055529221,StSch 4251 Oberpfalz 214,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,55.0000000000,737546,5526627,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,forest
12.013814989991991,49.817313231332903,StSch 4251 Oberpfalz 215,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,82.0000000000,716792,5522677,546,"Kreide, Oberkreide",limnisch - fluviatile Ablagerungen,"Sand, Ton; gelegentlich Konglomerat",epikontinentale Fazies,,,,
12.057431556623238,49.809368476077736,StSch 4251 Oberpfalz 216,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,15.0000000000,719965,5521921,760,Oberes Proterozoikum,metamorph,Glimmerschiefer,z.T. auch glimmerreicher Gneis,,,,
12.087174768322239,49.821489285153838,StSch 4251 Oberpfalz 217,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,30.0000000000,722049,5523356,760,Oberes Proterozoikum,metamorph,Glimmerschiefer,z.T. auch glimmerreicher Gneis,,,,
12.144981768960946,49.818521194428058,StSch 4251 Oberpfalz 218,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,57.0000000000,726220,5523199,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,
12.155054360276281,49.834414074257197,StSch 4251 Oberpfalz 219,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,139.0000000000,726870,5524996,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,
12.090019454477888,49.83840781514715,StSch 4251 Oberpfalz 220,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,52.0000000000,722176,5525245,858,Oberes Proterozoikum,berwiegend metamorph,,Typische Gesteine: Amphibolite,,,,
12.071086571143427,49.844534229978514,StSch 4251 Oberpfalz 221,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,42.0000000000,720787,5525870,858,Oberes Proterozoikum,berwiegend metamorph,,Typische Gesteine: Amphibolite,,,,forest
12.020560880572662,49.83966448128654,StSch 4251 Oberpfalz 222,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,69.0000000000,717177,5525181,660,"Perm, Unterrotliegend",,"Schieferton, Sandstein, Konglomerat, Kohle, Porphyrbreccie, Tuff",,,,,
12.021010081844857,49.875854199545088,StSch 4251 Oberpfalz 223,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,318.0000000000,717047,5529205,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,
12.06906044299253,49.861735180233694,StSch 4251 Oberpfalz 224,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,120.0000000000,720563,5527776,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,residential,,
12.088713610101975,49.848905570813905,StSch 4251 Oberpfalz 225,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,44.0000000000,722034,5526408,838,Karbon,plutonisch,"Diorit, Redwitzit","Redwitzit = Granitvariante, hohe Biotit-, Hornblendegehalte (sdl. Prag auch Gabbro)",,,,
12.159416166542966,49.861194954515639,StSch 4251 Oberpfalz 226,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,110.0000000000,727058,5527986,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,
12.133006820467338,49.887066630987988,StSch 4251 Oberpfalz 227,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,29.0000000000,725040,5530782,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,
12.11582171903938,49.884867185820021,StSch 4251 Oberpfalz 228,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,153.0000000000,723816,5530486,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,
12.056472313094835,49.884756998249166,StSch 4251 Oberpfalz 229,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,474.0000000000,719554,5530298,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,
12.017956320817881,49.89830770429446,StSch 4251 Oberpfalz 230,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,252.0000000000,716727,5531692,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,
12.101019482170893,49.870078342679193,StSch 4251 Oberpfalz 231,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,532.0000000000,722821,5528798,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,forest
11.71253407290089,49.801129168363147,StSch 4251 Oberpfalz 232,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,25.0000000000,695188,5520050,597,"Trias, Mittlerer Keuper, Gipskeuper, Schilfsandstein",,Tonstein mit Lagen von Steinmergel und Gips,,,,,
11.761146806705023,49.808850451920989,StSch 4251 Oberpfalz 233,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,38.0000000000,698654,5521036,596,"Trias, Mittlerer Keuper, Stubensandstein",,Sandstein - Tonstein - Wechsellagen mit dolomitischen Einlagerungen,Sandsteinkeuper,,,,
11.809601735572118,49.814773995056811,StSch 4251 Oberpfalz 234,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,32.0000000000,702115,5521824,597,"Trias, Mittlerer Keuper, Gipskeuper, Schilfsandstein",,Tonstein mit Lagen von Steinmergel und Gips,,,,,
11.809424589093789,49.829711879784604,StSch 4251 Oberpfalz 235,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,86.0000000000,702040,5523484,597,"Trias, Mittlerer Keuper, Gipskeuper, Schilfsandstein",,Tonstein mit Lagen von Steinmergel und Gips,,,,,
11.768226203908606,49.829615343901295,StSch 4251 Oberpfalz 236,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,9.0000000000,699078,5523363,597,"Trias, Mittlerer Keuper, Gipskeuper, Schilfsandstein",,Tonstein mit Lagen von Steinmergel und Gips,,,,,
11.800665302476984,49.848518967919553,StSch 4251 Oberpfalz 237,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,17.0000000000,701332,5525551,596,"Trias, Mittlerer Keuper, Stubensandstein",,Sandstein - Tonstein - Wechsellagen mit dolomitischen Einlagerungen,Sandsteinkeuper,,,,
11.842240821105355,49.90736642235639,StSch 4251 Oberpfalz 238,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,10.0000000000,704072,5532205,608,"Trias, Buntsandstein ungegliedert",,"Sandstein, Schluffstein, Tonstein",,,,,
11.806409762756532,49.875620083088791,StSch 4251 Oberpfalz 239,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,5.0000000000,701632,5528579,597,"Trias, Mittlerer Keuper, Gipskeuper, Schilfsandstein",,Tonstein mit Lagen von Steinmergel und Gips,,,,,
11.698726450079123,49.756777375662544,StSch 4251 Oberpfalz 240,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,62.0000000000,694372,5515084,583,"Jura, Mittlerer Jura (Dogger)",marine Ablagerungen,"Ton, Tonmergelstein, Kalksandstein, Mergelstein, oolithischer Kalkstein;Eisenerz-Fl”ze",,,,,
11.72953449366071,49.736659497377524,StSch 4251 Oberpfalz 241,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,42.0000000000,696672,5512928,545,"Kreide, Oberkreide ungegliedert",,"Kalk- und Mergelstein, Tonstein, Sandstein",Sandstein: bes. Elbe-B”hmen,,,,
11.697712480847684,49.7422633345777,StSch 4251 Oberpfalz 242,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,23.0000000000,694357,5513468,545,"Kreide, Oberkreide ungegliedert",,"Kalk- und Mergelstein, Tonstein, Sandstein",Sandstein: bes. Elbe-B”hmen,,,,forest
11.759411705758001,49.740935043307324,StSch 4251 Oberpfalz 243,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,29.0000000000,698807,5513482,590,"Trias, Keuper",,"Ton-, Sand-, Mergelstein",,,,,forest
11.820795166181028,49.738519943342872,StSch 4251 Oberpfalz 244,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,18.0000000000,703239,5513378,608,"Trias, Buntsandstein ungegliedert",,"Sandstein, Schluffstein, Tonstein",,,,,
11.760361861254474,49.76695626270557,StSch 4251 Oberpfalz 245,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,48.0000000000,698769,5516377,597,"Trias, Mittlerer Keuper, Gipskeuper, Schilfsandstein",,Tonstein mit Lagen von Steinmergel und Gips,,,,,
11.683809428544723,49.738610211796775,StSch 4251 Oberpfalz 246,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,47.0000000000,693370,5513026,545,"Kreide, Oberkreide ungegliedert",,"Kalk- und Mergelstein, Tonstein, Sandstein",Sandstein: bes. Elbe-B”hmen,,,,
11.668199166993194,49.767038707849494,StSch 4251 Oberpfalz 247,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,23.0000000000,692133,5516146,583,"Jura, Mittlerer Jura (Dogger)",marine Ablagerungen,"Ton, Tonmergelstein, Kalksandstein, Mergelstein, oolithischer Kalkstein;Eisenerz-Fl”ze",,,,,
11.768963640898818,49.765572369101179,StSch 4251 Oberpfalz 248,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,5.0000000000,699394,5516246,597,"Trias, Mittlerer Keuper, Gipskeuper, Schilfsandstein",,Tonstein mit Lagen von Steinmergel und Gips,,,,,
11.785946851383857,49.753658835943021,StSch 4251 Oberpfalz 249,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,5.0000000000,700666,5514967,602,"Trias, Muschelkalk",marine Ablagerungen,"Kalkstein, Mergelstein, Dolomitstein, Tonstein",,,,,
11.799563423547728,49.767310448729241,StSch 4251 Oberpfalz 250,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,25.0000000000,701590,5516521,602,"Trias, Muschelkalk",marine Ablagerungen,"Kalkstein, Mergelstein, Dolomitstein, Tonstein",,,,,
11.822667921858585,49.798488060571152,StSch 4251 Oberpfalz 251,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,5.0000000000,703123,5520049,597,"Trias, Mittlerer Keuper, Gipskeuper, Schilfsandstein",,Tonstein mit Lagen von Steinmergel und Gips,,,,,
11.733401063654233,49.79060790154108,StSch 4251 Oberpfalz 252,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,17.0000000000,696732,5518935,597,"Trias, Mittlerer Keuper, Gipskeuper, Schilfsandstein",,Tonstein mit Lagen von Steinmergel und Gips,,,,,
11.680746200430097,49.776446619121444,StSch 4251 Oberpfalz 253,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,25.0000000000,692999,5517224,583,"Jura, Mittlerer Jura (Dogger)",marine Ablagerungen,"Ton, Tonmergelstein, Kalksandstein, Mergelstein, oolithischer Kalkstein;Eisenerz-Fl”ze",,,,,forest
11.830346695498235,49.770250450848863,StSch 4251 Oberpfalz 254,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,10.0000000000,703794,5516931,602,"Trias, Muschelkalk",marine Ablagerungen,"Kalkstein, Mergelstein, Dolomitstein, Tonstein",,,,,forest
12.018801736608648,49.713103037099764,StSch 4251 Oberpfalz 255,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,7.0000000000,717617,5511108,597,"Trias, Mittlerer Keuper, Gipskeuper, Schilfsandstein",,Tonstein mit Lagen von Steinmergel und Gips,,,,SchieÃŸlweiher,water
12.065345868088176,49.71898683153033,StSch 4251 Oberpfalz 256,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,12.0000000000,720945,5511898,596,"Trias, Mittlerer Keuper, Stubensandstein",,Sandstein - Tonstein - Wechsellagen mit dolomitischen Einlagerungen,Sandsteinkeuper,,,,
12.097430101115521,49.713148390625101,StSch 4251 Oberpfalz 257,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,5.0000000000,723284,5511344,597,"Trias, Mittlerer Keuper, Gipskeuper, Schilfsandstein",,Tonstein mit Lagen von Steinmergel und Gips,,,,,
12.151364114217252,49.714283222639281,StSch 4251 Oberpfalz 258,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,10.0000000000,727166,5511632,85,"Weichsel-(Wrm-)Kaltzeit; Niederterrasse",fluviatil,"Sand, Kies","z.T. mit Auenlehmdecke (/T,U,S/Lf); z.T. Niederungssande (Talsande) eingeschlossen",,,,forest
12.151353957812296,49.741111684952642,StSch 4251 Oberpfalz 259,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,53.0000000000,727040,5514614,760,Oberes Proterozoikum,metamorph,Glimmerschiefer,z.T. auch glimmerreicher Gneis,,,,water
12.104363458397607,49.739178822087354,StSch 4251 Oberpfalz 260,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,17.0000000000,723664,5514258,546,"Kreide, Oberkreide",limnisch - fluviatile Ablagerungen,"Sand, Ton; gelegentlich Konglomerat",epikontinentale Fazies,,,,forest
12.048929060361164,49.743090462716545,StSch 4251 Oberpfalz 261,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,31.0000000000,719653,5514529,546,"Kreide, Oberkreide",limnisch - fluviatile Ablagerungen,"Sand, Ton; gelegentlich Konglomerat",epikontinentale Fazies,,,,
12.023693214662275,49.734881898721859,StSch 4251 Oberpfalz 262,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,29.0000000000,717872,5513543,597,"Trias, Mittlerer Keuper, Gipskeuper, Schilfsandstein",,Tonstein mit Lagen von Steinmergel und Gips,,,,,forest
12.006544764135969,49.768669579217971,StSch 4251 Oberpfalz 263,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,24.0000000000,716486,5517249,546,"Kreide, Oberkreide",limnisch - fluviatile Ablagerungen,"Sand, Ton; gelegentlich Konglomerat",epikontinentale Fazies,,,,
12.049281428931256,49.765743454378843,StSch 4251 Oberpfalz 264,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,22.0000000000,719576,5517048,546,"Kreide, Oberkreide",limnisch - fluviatile Ablagerungen,"Sand, Ton; gelegentlich Konglomerat",epikontinentale Fazies,,,,
12.101343942118399,49.759951985482253,StSch 4251 Oberpfalz 265,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,11.0000000000,723351,5516558,546,"Kreide, Oberkreide",limnisch - fluviatile Ablagerungen,"Sand, Ton; gelegentlich Konglomerat",epikontinentale Fazies,,,,
12.150201323668792,49.764021621460145,StSch 4251 Oberpfalz 266,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,10.0000000000,726850,5517157,760,Oberes Proterozoikum,metamorph,Glimmerschiefer,z.T. auch glimmerreicher Gneis,,,,forest
12.156285587008234,49.788821616015461,StSch 4251 Oberpfalz 267,SzintillationszÃ¤,"Rn-222 (Radon), 1 m Tie",kBq m-3,22.0000000000,727172,5519932,858,Oberes Proterozoikum,berwiegend metamorph,,Typische Gesteine: Amphibolite,,,,
