X,Y,PROJEKT,GEMEINDE,STANDORT,VERF_ODL,PARAM_ODL,EINHEIT_OD,MESSW_ODL,LON,LAT,GEO,STRATIGRAP,GENESE,PETROGRAPH,BEMERKUNGE,name,type,name_1,type_1
12.217006851731355,49.644172753782733,BfS Ortsdosisleistu,,MP 16/BY 15/Bechtsrieth,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,85.8000000000,732231,5504040,660,"Perm, Unterrotliegend",,"Schieferton, Sandstein, Konglomerat, Kohle, Porphyrbreccie, Tuff",,,,,
12.321203618108417,49.574856174346365,BfS Ortsdosisleistu,,MP 24/BY 15/Karlhof,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,77.3000000000,740092,5496663,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,
12.477988233921176,49.586503711958414,BfS Ortsdosisleistu,,MP 59/BY 4/Putzenrieth,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,85.8000000000,751364,5498470,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,forest
11.887369874151803,49.93272625509892,BfS Ortsdosisleistu,,MP 44/BY 3/Ã–lbrunn,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,88.2000000000,707203,5535148,715,"Ordovizium, Tieferes Ordovizium","marine Ablagerungen, metamorph",Phyllit,,,,,
12.543793435474047,49.541641266041232,BfS Ortsdosisleistu,,MP 57/BY 4/Lindau,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,54.3000000000,756354,5493706,845,Oberes Proterozoikum - Altpal„ozoikum,metamorphes Intrusivgestein,"Orthogneis: granitisch, granodioritisch","šberg„nge zu Migmatiten; Metamorphose pr„-? bis frh(?)-variszisch",,,,forest
12.230863405997573,49.994029073891582,BfS Ortsdosisleistu,,MP 59/BY 11/RosenbÂhl,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,65.2000000000,731554,5542970,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,farmland,,
11.951846827581486,49.761827501886984,BfS Ortsdosisleistu,,MP 15/BY 4/Pressath,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,79.3000000000,712578,5516332,85,"Weichsel-(Wrm-)Kaltzeit; Niederterrasse",fluviatil,"Sand, Kies","z.T. mit Auenlehmdecke (/T,U,S/Lf); z.T. Niederungssande (Talsande) eingeschlossen",,,,
12.126511899946385,49.56185029380309,BfS Ortsdosisleistu,,MP 18/BY 15/GrÂnau,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,58.8000000000,726080,5494614,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,residential,,
12.133859368109009,49.783475100839183,BfS Ortsdosisleistu,,MP 5/BY 15/Pillersreuth,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,60.6000000000,725583,5519270,760,Oberes Proterozoikum,metamorph,Glimmerschiefer,z.T. auch glimmerreicher Gneis,,,,
11.807072744692675,49.79293867853319,BfS Ortsdosisleistu,,MP 5/BY 4/MÂnchsreuth,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,89.3000000000,702024,5519390,602,"Trias, Muschelkalk",marine Ablagerungen,"Kalkstein, Mergelstein, Dolomitstein, Tonstein",,,,,forest
11.842395935828426,49.822079308246543,BfS Ortsdosisleistu,,MP 41/BY 13/Neustadt,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,77.9000000000,704443,5522725,597,"Trias, Mittlerer Keuper, Gipskeuper, Schilfsandstein",,Tonstein mit Lagen von Steinmergel und Gips,,,,,
11.781465851011184,49.777255578838435,BfS Ortsdosisleistu,,MP 4/BY 4/Kotzenreuth,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,48.9000000000,700246,5517578,597,"Trias, Mittlerer Keuper, Gipskeuper, Schilfsandstein",,Tonstein mit Lagen von Steinmergel und Gips,,,,,
12.470177187551382,49.937051556069285,BfS Ortsdosisleistu,,MP 79/BY 3/Altmugl,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,70.9000000000,748996,5537406,721,Kambrium ungegliedert,metamorph,Glimmerschiefer,,,,,
12.069486152876964,49.888632219752836,BfS Ortsdosisleistu,,MP 54/BY 3/Bâ€žrenhâ€he,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,126.2000000000,720471,5530767,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,
12.019286507116433,49.585068576395926,BfS Ortsdosisleistu,,MP 28/BY 15/Kohlberg,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,94.0000000000,718224,5496878,659,"Perm, Oberrotliegend","fluviatil, fanglomeratisch","Sandstein, Tonstein",Fanglomerat,,,,
12.350724649273296,49.627060418393313,BfS Ortsdosisleistu,,MP 44/BY 4/Altenstadt,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,67.5000000000,741967,5502560,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,
12.278732182649415,49.923275687918284,BfS Ortsdosisleistu,,MP 17/BY 19/MÂnchsgrÂn,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,64.8000000000,735329,5535255,508,"Terti„r, Mioz„n",fluviatil - limnische Ablagerungen,"Kies, Sand, Ton",,,,,
12.056743661664218,49.975783900949729,BfS Ortsdosisleistu,,MP 40/BY 3/Waldershof,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,78.2000000000,719160,5540417,508,"Terti„r, Mioz„n",fluviatil - limnische Ablagerungen,"Kies, Sand, Ton",,,,,
12.484722158257554,49.586228946385091,BfS Ortsdosisleistu,,MP 45/BY 19/Putzenrieth,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,77.8000000000,751852,5498462,761,Oberes Proterozoikum,metamorph,Paragneis,,,farmland,,water
11.995042604437808,49.867226293678272,BfS Ortsdosisleistu,,MP 51/BY 11/Beringersreuth,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,78.9000000000,715220,5528171,715,"Ordovizium, Tieferes Ordovizium","marine Ablagerungen, metamorph",Phyllit,,,,,
12.127321791123585,49.672866846397213,BfS Ortsdosisleistu,,MP 47/BY 15/Frauenricht,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,89.9000000000,725625,5506956,659,"Perm, Oberrotliegend","fluviatil, fanglomeratisch","Sandstein, Tonstein",Fanglomerat,,farmland,,
12.574066682771317,49.586398352965759,BfS Ortsdosisleistu,,MP 58/BY 4/Tillyschanz,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,71.1000000000,758307,5498784,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,forest
12.493227979925795,49.528442925463374,BfS Ortsdosisleistu,,MP 56/BY 4/Oberlangau,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,84.2000000000,752765,5492068,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,
11.990100670917624,49.726497229437364,BfS Ortsdosisleistu,,MP 46/BY 15/Schwarzenbach,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,58.5000000000,715489,5512514,602,"Trias, Muschelkalk",marine Ablagerungen,"Kalkstein, Mergelstein, Dolomitstein, Tonstein",,,,,
12.352736688715307,49.584364701525203,BfS Ortsdosisleistu,,MP 46/BY 19/WastlmÂhle,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,88.8000000000,742324,5497821,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,
11.734081331405488,49.743713126064691,BfS Ortsdosisleistu,,MP 25/BY 4/Kirchenthumbach,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,52.8000000000,696971,5513724,545,"Kreide, Oberkreide ungegliedert",,"Kalk- und Mergelstein, Tonstein, Sandstein",Sandstein: bes. Elbe-B”hmen,,,,
12.331552383735996,49.677709914028952,BfS Ortsdosisleistu,,MP 42/BY 4/Waldthurn,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,103.6000000000,740333,5508128,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,
12.232001174849977,49.862143017131295,BfS Ortsdosisleistu,,MP 55/BY 11/Falkenberg,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,159.4000000000,732269,5528314,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,
12.266123853026318,49.60051935188141,BfS Ortsdosisleistu,,MP 51/BY 4/Leuchtenberg,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,118.5000000000,735987,5499341,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,
12.138123038295616,49.599673372092575,BfS Ortsdosisleistu,,MP 70/BY 4/Luhe,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,78.7000000000,726744,5498853,24,Holoz„n,fluviatil,"Sand, Kies, Schotter",z.T. unter Aulehmdecke [in den Alpen mit pleistoz„nen Terassen und Hangablagerungen,,,,
12.196624332362004,49.677324431460406,BfS Ortsdosisleistu,,MP 31/BY 4/Edeldorf,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,74.8000000000,730603,5507662,660,"Perm, Unterrotliegend",,"Schieferton, Sandstein, Konglomerat, Kohle, Porphyrbreccie, Tuff",,,farmland,,
11.938735893816133,49.636813543652977,BfS Ortsdosisleistu,,MP 18/BY 4/ThansÂÃ¡,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,83.7000000000,712178,5502399,659,"Perm, Oberrotliegend","fluviatil, fanglomeratisch","Sandstein, Tonstein",Fanglomerat,,,,
12.288556273332013,49.560521393389948,BfS Ortsdosisleistu,,MP 52/BY 4/TanzmÂhle,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,83.0000000000,737802,5494966,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,
12.195797079789271,49.587936342522205,BfS Ortsdosisleistu,,MP 68/BY 4/Rattenberg,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,83.5000000000,730966,5497724,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,forest
11.911243607450004,49.703488625406216,BfS Ortsdosisleistu,,MP 48/BY 15/Grafenwâ€hr,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,77.4000000000,709906,5509733,608,"Trias, Buntsandstein ungegliedert",,"Sandstein, Schluffstein, Tonstein",,TruppenÃ¼bungsplatz GrafenwÃ¶hr,military,,forest
12.462435227310776,49.811540739130891,BfS Ortsdosisleistu,,MP 67/BY 3/Bâ€žrnau,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,67.6000000000,749086,5523430,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,forest
12.14602323353604,49.727599730351301,BfS Ortsdosisleistu,,MP 1/BY 15/SÂÃ¡enlohe,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,64.7000000000,726719,5513096,597,"Trias, Mittlerer Keuper, Gipskeuper, Schilfsandstein",,Tonstein mit Lagen von Steinmergel und Gips,,,,,
12.017768782117637,49.58401959451664,BfS Ortsdosisleistu,,MP 73/BY 4/Kohlberg,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,68.8000000000,718119,5496757,659,"Perm, Oberrotliegend","fluviatil, fanglomeratisch","Sandstein, Tonstein",Fanglomerat,,,,
12.009139804893371,49.752264557224763,BfS Ortsdosisleistu,,MP 3/BY 15/Pfaffenreuth,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,54.8000000000,716746,5515433,596,"Trias, Mittlerer Keuper, Stubensandstein",,Sandstein - Tonstein - Wechsellagen mit dolomitischen Einlagerungen,Sandsteinkeuper,,,,
11.776705128724236,49.813516282707603,BfS Ortsdosisleistu,,MP 42/BY 13/Oberbibrach,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,90.6000000000,699754,5521596,596,"Trias, Mittlerer Keuper, Stubensandstein",,Sandstein - Tonstein - Wechsellagen mit dolomitischen Einlagerungen,Sandsteinkeuper,,,,
12.507206662453434,49.644760584012303,BfS Ortsdosisleistu,,MP 39/BY 4/Waidhaus,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,109.5000000000,753173,5505043,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,
12.486684657041303,49.873972514666676,BfS Ortsdosisleistu,,MP 84/BY 3/Griesbach,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,78.5000000000,750507,5530450,858,Oberes Proterozoikum,berwiegend metamorph,,Typische Gesteine: Amphibolite,,farm,,
12.05917947987637,49.932600244714394,BfS Ortsdosisleistu,,MP 41/BY 3/Gefâ€žllmÂhle,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,79.3000000000,719531,5535624,715,"Ordovizium, Tieferes Ordovizium","marine Ablagerungen, metamorph",Phyllit,,,,,
12.33416229379497,49.765004423297135,BfS Ortsdosisleistu,,MP 35/BY 4/Dreihâ€f,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,103.7000000000,740090,5517839,833,"Oberkarbon, z.T. Rotliegend",plutonitisch,"Granit, Granodiorit","jungvariszische Granitoide, postasturisch",,,,
12.209248678301364,49.727932897364788,BfS Ortsdosisleistu,,MP 7/BY 15/Stâ€rnstein,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,125.4000000000,731273,5513326,760,Oberes Proterozoikum,metamorph,Glimmerschiefer,z.T. auch glimmerreicher Gneis,,,,
12.135228261144231,49.858397572037219,BfS Ortsdosisleistu,,MP 60/BY 3/Escheldorf,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,92.2000000000,725333,5527602,838,Karbon,plutonisch,"Diorit, Redwitzit","Redwitzit = Granitvariante, hohe Biotit-, Hornblendegehalte (sdl. Prag auch Gabbro)",,,,
12.090178341049478,49.775670739563779,BfS Ortsdosisleistu,,MP 13/BY 4/KÂhberg,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,57.7000000000,722475,5518272,858,Oberes Proterozoikum,berwiegend metamorph,,Typische Gesteine: Amphibolite,Kirchendemenreuth,residential,,
12.145749232716085,49.910418112630772,BfS Ortsdosisleistu,,MP 55/BY 3/GÂttern,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,92.3000000000,725846,5533416,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,
12.208629605461857,49.771962249067016,BfS Ortsdosisleistu,,MP 33/BY 4/Rotzendorf,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,86.2000000000,731019,5518218,838,Karbon,plutonisch,"Diorit, Redwitzit","Redwitzit = Granitvariante, hohe Biotit-, Hornblendegehalte (sdl. Prag auch Gabbro)",,residential,,
12.062099728811976,49.726494955020279,BfS Ortsdosisleistu,,MP 9/BY 4/Parkstein,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,83.6000000000,720677,5512723,546,"Kreide, Oberkreide",limnisch - fluviatile Ablagerungen,"Sand, Ton; gelegentlich Konglomerat",epikontinentale Fazies,,residential,,
11.845163063123094,49.808337150663618,BfS Ortsdosisleistu,,MP 2/BY 4/Scheckenhof,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,77.1000000000,704700,5521205,596,"Trias, Mittlerer Keuper, Stubensandstein",,Sandstein - Tonstein - Wechsellagen mit dolomitischen Einlagerungen,Sandsteinkeuper,,,,forest
12.207112674153111,49.546308993652005,BfS Ortsdosisleistu,,MP 66/BY 4/PrÂgelhof,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,79.9000000000,731981,5493132,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,
12.226849947399836,49.688226210346741,BfS Ortsdosisleistu,,MP 30/BY 4/Theisseil,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,52.9000000000,732731,5508967,842,Karbon bis Rotliegend,Gesteinsgang,mikrogranitoides Ganggestein,hierher auch sehr untergeordnet basische Ganggesteine,,,,
12.064827731935683,49.78011420723449,BfS Ortsdosisleistu,,MP 4/BY 15/Glasern,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,59.2000000000,720630,5518691,546,"Kreide, Oberkreide",limnisch - fluviatile Ablagerungen,"Sand, Ton; gelegentlich Konglomerat",epikontinentale Fazies,,,,
11.93771083230067,49.75680725299577,BfS Ortsdosisleistu,,MP 45/BY 15/Pressath,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,73.7000000000,711582,5515734,85,"Weichsel-(Wrm-)Kaltzeit; Niederterrasse",fluviatil,"Sand, Kies","z.T. mit Auenlehmdecke (/T,U,S/Lf); z.T. Niederungssande (Talsande) eingeschlossen",,,,
12.228539114859377,49.689231717700586,BfS Ortsdosisleistu,,MP 10/BY 15/Theisseil,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,61.4000000000,732848,5509084,842,Karbon bis Rotliegend,Gesteinsgang,mikrogranitoides Ganggestein,hierher auch sehr untergeordnet basische Ganggesteine,,residential,,
12.42362207678929,49.717838963159636,BfS Ortsdosisleistu,,MP 37/BY 4/Georgenberg,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,45.9000000000,746770,5512887,760,Oberes Proterozoikum,metamorph,Glimmerschiefer,z.T. auch glimmerreicher Gneis,,,,forest
12.225975637194001,50.009189408096162,BfS Ortsdosisleistu,,MP 36/BY 3/Konnersreuth,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,74.1000000000,731131,5544640,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,
12.343768490420274,49.547124269130919,BfS Ortsdosisleistu,,MP 63/BY 4/Kleinschwand,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,100.7000000000,741860,5493653,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,forest
11.712387591885363,49.7681710376064,BfS Ortsdosisleistu,,MP 7/BY 4/Wâ€lkersdorf,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,45.5000000000,695310,5516386,583,"Jura, Mittlerer Jura (Dogger)",marine Ablagerungen,"Ton, Tonmergelstein, Kalksandstein, Mergelstein, oolithischer Kalkstein;Eisenerz-Fl”ze",,,,,
12.278234868632422,49.758306918565218,BfS Ortsdosisleistu,,MP 61/BY 3/Schlattein,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,70.3000000000,736096,5516917,760,Oberes Proterozoikum,metamorph,Glimmerschiefer,z.T. auch glimmerreicher Gneis,,,,
12.472380666452636,49.867285642794847,BfS Ortsdosisleistu,,MP 15/BY 19/Griesbach,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,73.7000000000,749514,5529659,858,Oberes Proterozoikum,berwiegend metamorph,,Typische Gesteine: Amphibolite,,,,forest
11.895674976614062,49.937583850500154,BfS Ortsdosisleistu,,MP 48/BY 11/GrÂnberg,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,75.9000000000,707778,5535711,715,"Ordovizium, Tieferes Ordovizium","marine Ablagerungen, metamorph",Phyllit,,,,,
11.726905130026326,49.754371861539937,BfS Ortsdosisleistu,,MP 40/BY 15/Kirchenthumbach,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,60.6000000000,696411,5514890,602,"Trias, Muschelkalk",marine Ablagerungen,"Kalkstein, Mergelstein, Dolomitstein, Tonstein",,,,,
12.516991003976445,49.922000235362646,BfS Ortsdosisleistu,,MP 14/BY 19/Mâ€žhring,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,92.4000000000,752433,5535890,760,Oberes Proterozoikum,metamorph,Glimmerschiefer,z.T. auch glimmerreicher Gneis,,,,
11.823774428209706,49.741299117802619,BfS Ortsdosisleistu,,MP 44/BY 15/Apfelbach,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,116.7000000000,703442,5513695,608,"Trias, Buntsandstein ungegliedert",,"Sandstein, Schluffstein, Tonstein",,,residential,,
12.260597426260659,49.771751580060346,BfS Ortsdosisleistu,,MP 62/BY 3/Wildenau,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,100.9000000000,734761,5518356,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,
11.998787300411056,49.954555348015099,BfS Ortsdosisleistu,,MP 42/BY 3/Hâ€ll,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,72.8000000000,715100,5537889,760,Oberes Proterozoikum,metamorph,Glimmerschiefer,z.T. auch glimmerreicher Gneis,,,,
11.932756353225191,49.718887114735885,BfS Ortsdosisleistu,,MP 16/BY 4/Grafenwâ€hr,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,88.0000000000,711390,5511505,602,"Trias, Muschelkalk",marine Ablagerungen,"Kalkstein, Mergelstein, Dolomitstein, Tonstein",,,,,forest
12.444786882742244,49.987328319816733,BfS Ortsdosisleistu,,MP 77/BY 3/Neualbenreuth,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,57.1000000000,746917,5542910,715,"Ordovizium, Tieferes Ordovizium","marine Ablagerungen, metamorph",Phyllit,,,farmland,,
12.361039335108753,49.740322016496819,BfS Ortsdosisleistu,,MP 36/BY 4/FlossenbÂrg,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,89.4000000000,742148,5515182,833,"Oberkarbon, z.T. Rotliegend",plutonitisch,"Granit, Granodiorit","jungvariszische Granitoide, postasturisch",,,,forest
11.819517949861735,49.841368494638481,BfS Ortsdosisleistu,,MP 1/BY 4/Firkenhof,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,93.8000000000,702717,5524807,596,"Trias, Mittlerer Keuper, Stubensandstein",,Sandstein - Tonstein - Wechsellagen mit dolomitischen Einlagerungen,Sandsteinkeuper,,,,
11.933785093864563,49.863729052639194,BfS Ortsdosisleistu,,MP 50/BY 3/Schâ€nreuth,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,76.6000000000,710834,5527608,597,"Trias, Mittlerer Keuper, Gipskeuper, Schilfsandstein",,Tonstein mit Lagen von Steinmergel und Gips,,SchÃ¶nreuth,residential,,
12.323887376382064,49.681196327460867,BfS Ortsdosisleistu,,MP 9/BY 15/Lennesrieth,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,94.6000000000,739763,5508491,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,
12.357177267530956,49.585954299191393,BfS Ortsdosisleistu,,MP 62/BY 4/Kâ€Ã¡ing,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,81.7000000000,742637,5498012,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,
12.346892087842324,49.956279097768309,BfS Ortsdosisleistu,,MP 74/BY 3/KornmÂhle,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,88.0000000000,740056,5539140,721,Kambrium ungegliedert,metamorph,Glimmerschiefer,,,,,
12.287797435763011,50.036268521640388,BfS Ortsdosisleistu,,MP 22/BY 11/MÂnchenreuth,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,78.2000000000,735427,5547843,715,"Ordovizium, Tieferes Ordovizium","marine Ablagerungen, metamorph",Phyllit,,,,,
12.41689082920575,49.943808639344006,BfS Ortsdosisleistu,,MP 76/BY 3/Waldhâ€žusl,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,67.5000000000,745139,5537981,721,Kambrium ungegliedert,metamorph,Glimmerschiefer,,,,,
12.283630204814884,49.642444456105572,BfS Ortsdosisleistu,,MP 45/BY 4/Waldau,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,103.4000000000,737048,5504056,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,
12.325452162573594,49.790131475283353,BfS Ortsdosisleistu,,MP 70/BY 3/Rothhof,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,152.1000000000,739339,5520604,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,
12.414123882489513,49.810987300581459,BfS Ortsdosisleistu,,MP 66/BY 3/Haidhof,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,75.8000000000,745614,5523209,761,Oberes Proterozoikum,metamorph,Paragneis,,,residential,,
12.277827451320359,50.004334061588317,BfS Ortsdosisleistu,,MP 37/BY 3/Netzstahl,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,85.4000000000,734869,5544262,845,Oberes Proterozoikum - Altpal„ozoikum,metamorphes Intrusivgestein,"Orthogneis: granitisch, granodioritisch","šberg„nge zu Migmatiten; Metamorphose pr„-? bis frh(?)-variszisch",,,,
12.197787165770242,49.904810022357687,BfS Ortsdosisleistu,,MP 57/BY 3/Leugas,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,81.1000000000,729608,5532951,508,"Terti„r, Mioz„n",fluviatil - limnische Ablagerungen,"Kies, Sand, Ton",,,,,
11.954492334472173,49.908831757585169,BfS Ortsdosisleistu,,MP 20/BY 19/Oberwappenâ€st,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,70.0000000000,712124,5532680,721,Kambrium ungegliedert,metamorph,Glimmerschiefer,,,,,
12.408642313244659,49.631152914539001,BfS Ortsdosisleistu,,MP 13/BY 15/Pleystein,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,83.4000000000,746128,5503203,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,
12.224913094939664,49.949535888002998,BfS Ortsdosisleistu,,MP 58/BY 3/Mitterteich,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,71.7000000000,731341,5538006,791,Terti„r,Effusivgestein: Lava,"Alkalibasalt, Basanit, Tephrit, Nephelinit, Tholeyitbasalt, Olivinbasalt, Andesit","auch einige Vorkommen mit Trachyt, Phonolith, Latit",,,,
12.295434211716509,49.686103985138558,BfS Ortsdosisleistu,,MP 43/BY 4/Schammesrieth,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,106.7000000000,737687,5508946,834,"z.T. Oberdevon, Karbon",plutonisch,Granit,variszischer Granit,,,,
12.213471000225226,49.629408171506789,BfS Ortsdosisleistu,,MP 46/BY 4/Irchenrieth,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,68.8000000000,732046,5502388,660,"Perm, Unterrotliegend",,"Schieferton, Sandstein, Konglomerat, Kohle, Porphyrbreccie, Tuff",,,,,forest
12.421418551256616,49.584394887305159,BfS Ortsdosisleistu,,MP 23/BY 15/Moosbach,NaJ-Szintillomet,Ortsdosisleistu,nSv h-1,78.3000000000,747287,5498048,761,Oberes Proterozoikum,metamorph,Paragneis,,,,,
